Status,Name,Segments,Categories,Incorporation year,Launch year,Ownership type,Incorporation Country,Operational HQ,Number of employees,Cessation date,Cessation of op. reason,Acquisition status
Active,Proyecto-PYME,Digital Lending,"P2P / Marketplace Business Lending, Debt-Based Securities, Invoice Trading",2010,2010,Private,Mexico,Mexico,,,,
Active,Prove,"Digital Identity, Enterprise Tech Provisioning","Fraud Prevention & Risk Management, KYC Solutions, API Management",2008,2008,Private,United States,United States,201-500,,,
Active,Prosper Marketplace,Digital Lending,P2P / Marketplace Consumer Lending,2005,2006,Private,United States,United States,376,,,
Active,Prospa,Digital Lending,Balance Sheet Business Lending,2012,2012,Public,Australia,Australia,176,,,
Active,Proportunity,Digital Lending,Balance Sheet Property Lending,2016,2018,Private,United Kingdom,United Kingdom,11-50,,,
Active,Propnology,Digital Capital Raising,Real Estate Crowdfunding,2014,2015,Private,United Kingdom,United Kingdom,6,,,
Active,Proplend,Digital Lending,P2P / Marketplace Property Lending,2013,2014,Private,United Kingdom,United Kingdom,30,,,
Active,Propine,"Digital Custody, Enterprise Tech Provisioning","Third-Party Custody, Enterprise Blockchain, API Management",2018,2018,Private,Singapore,Singapore,11-50,,,
Active,Property Share Online Platform,Digital Lending,P2P / Marketplace Property Lending,2015,2015,Private,Australia,India,30,,,
Active,Property Partner,Digital Capital Raising,Real Estate Crowdfunding,2013,2015,Private,United Kingdom,United Kingdom,30,,,
Active,Property Moose,Digital Capital Raising,Real Estate Crowdfunding,2013,2013,Private,United Kingdom,United Kingdom,30,,,
Active,PropertiLord,"Digital Capital Raising, WealthTech","Real Estate Crowdfunding, Token Hosting Platform, Revenue / Profit Share Crowdfunding, Personal Financial Management / Planning",2018,2018,Private,Indonesia,Indonesia,1-10,,,
Active,Propellr,Digital Capital Raising,Real Estate Crowdfunding,2013,2013,Private,United States,United States,30,,,
Active,Propel,"WealthTech, Digital Payments","Personal Financial Management / Planning, Money Transfer (P2P / P2B / B2P / B2B)",2014,2014,Private,United States,United States,51-200,,,
Active,Proof of Impact,"Cryptoasset Exchange, Digital Payments, Digital Capital Raising, Enterprise Tech Provisioning, WealthTech","Retail Brokerage Services, P2P Cryptoasset Marketplaces, Mobile Money, Revenue / Profit Share Crowdfunding, Money Transfer (P2P / P2B / B2P / B2B), Reward-Based Crowdfunding, API Management, Digital Wealth Management, Equity-Based Crowdfunding, Personal Financial Management / Planning, Donation-Based Crowdfunding, Aggregation, Enterprise Blockchain",2017,2017,Private,Netherlands,Netherlands,11-50,,,
Active,PromptNow,"Digital Payments, WealthTech","Money Transfer (P2P / P2B / B2P / B2B), Points of Access (PoS / mPoS / Online PoS), Personal Financial Management / Planning",2003,2010,Private,Thailand,Thailand,51-200,,,
Active,ProHatch,Digital Capital Raising,Real Estate Crowdfunding,2012,2014,Private,United States,United States,6,,,
Active,Progressa,Digital Lending,Balance Sheet Consumer Lending,2013,2014,Private,Canada,Canada,176,,,
Active,Progcap,Digital Lending,Balance Sheet Business Lending,2017,2017,Private,India,India,201-500,,,
Active,Profitus,"Digital Lending, Digital Capital Raising","P2P / Marketplace Property Lending, Real Estate Crowdfunding",2017,2017,Private,Lithuania,Lithuania,30,,,
Active,ProfitTrailer,Cryptoasset Exchange,Trading Bots,2017,2017,Private,Curacao,Curacao,11-50,,,
Active,ProfitShare Partners,Digital Capital Raising,Revenue / Profit Share Crowdfunding,2017,2017,Private,South Africa,South Africa,6,,,
Active,Profit,"Digital Lending, Digital Capital Raising","P2P / Marketplace Property Lending, Real Estate Crowdfunding",2018,2016,Private,"Korea, Rep.",United States,30,,,
Active,Produzioni Dal Basso,Digital Capital Raising,"Reward-Based Crowdfunding, Donation-Based Crowdfunding",2005,2015,Private,Italy,Italy,,,,
Active,ProducePay,Digital Lending,Invoice Trading,2015,2013,Private,United States,United States,76,,,
Active,Prodoge,"Digital Banks, Digital Payments, Cryptoasset Exchange","Fully Digitally Native Bank (Retail), Digital Money Market / Fund, Payment Gateways, P2P Cryptoasset Marketplaces, Marketplace Bank (MSME), Money Transfer (P2P / P2B / B2P / B2B), Marketplace Bank (Retail), Payment Aggregators, Points of Access (PoS / mPoS / Online PoS), Settlement & Clearing Services Providers, Digital Remittances (Cross Border-P2P), Fully Digitally Native Bank (MSME), Digital Remittances (Domestic-P2P), Acquiring Services Providers for Merchants",2019,2019,Private,Mexico,United States,1-10,,,
Active,Prodigy Networks,Digital Capital Raising,Real Estate Crowdfunding,2003,2016,Private,United States,United States,76,,,
Active,Prodigy Finance,Digital Lending,Debt-Based Securities,2007,2007,Private,United Kingdom,United Kingdom,176,,,
Active,Prive Technologies,"WealthTech, Enterprise Tech Provisioning","Personal Financial Management / Planning, Robo-Advisors, Digital Wealth Management, Financial Management & Business Intelligence, Industry research, Education and Training",2013,2011,Private,"Hong Kong SAR, China","Hong Kong SAR, China",51-200,,,
Active,PriNum,Digital Payments,"Points of Access (PoS / mPoS / Online PoS), Mobile Money, Money Transfer (P2P / P2B / B2P / B2B), eMoney Issuers",2016,2016,Private,Ukraine,United Kingdom,11-50,,,
Active,Primer,Digital Payments,Payment Aggregators,2019,2020,Private,United Kingdom,United Kingdom,51-200,,,
Active,PrimaryBid,Digital Capital Raising,"Equity-Based Crowdfunding, Capital Raising Retail Brokerage",2012,2016,Private,United Kingdom,United Kingdom,51-200,,,
Active,Prezzta,Digital Lending,"Balance Sheet Consumer Lending, Balance Sheet Business Lending",2016,2017,Private,Uruguay,Uruguay,30,,,
Active,Prexem,Digital Lending,P2P / Marketplace Business Lending,2014,2010,Private,France,France,,,,
Active,Previse,"Enterprise Tech Provisioning, Digital Lending","AI / ML / NLP, Invoice Trading, Merchant Cash-Advance",2014,2017,Private,United Kingdom,United Kingdom,11-50,,,
Active,Prevalent Networks,"Enterprise Tech Provisioning, RegTech, Digital Identity","Financial Management & Business Intelligence, Risk Analytics, Dynamic Compliance, Fraud Prevention & Risk Management",2004,2004,Private,United States,United States,51-200,,,
Active,Pretup,Digital Lending,P2P / Marketplace Business Lending,2014,2014,Private,France,France,6,,,
Active,Pretmex,Digital Lending,"Balance Sheet Business Lending, Invoice Trading, Education and Training",,2007,Private,Mexico,Mexico,51-200,,,
Active,Prestiamoci,Digital Lending,P2P / Marketplace Consumer Lending,2007,2011,Private,Italy,Italy,30,,,
Active,Prestamena,Digital Lending,"P2P / Marketplace Business Lending, P2P / Marketplace Consumer Lending",2013,2014,Private,Paraguay,Paraguay,6,,,
Active,Prestadero,Digital Lending,P2P / Marketplace Consumer Lending,2011,2012,Private,Mexico,Mexico,6,,,
Active,Prestaclub,Digital Lending,"P2P / Marketplace Business Lending, P2P / Marketplace Property Lending",,2003,Private,Peru,Peru,11-50,,,
Active,PrestaCap,Digital Lending,"P2P / Marketplace Business Lending, Invoice Trading",2015,2011,Private,United Kingdom,United Kingdom,30,,,
Active,PremFina,Digital Payments,"Acquiring Services Providers for Merchants, Payment Aggregators, API Hubs for Payments, Money Transfer (P2P / P2B / B2P / B2B), Payment Gateways, Top-ups & Refills",2010,2010,Private,United Kingdom,United Kingdom,11-50,,,
Active,PPRO ,"Digital Payments, Enterprise Tech Provisioning, Digital Identity","Acquiring Services Providers for Merchants, eMoney Issuers, Money Transfer (P2P / P2B / B2P / B2B), Points of Access (PoS / mPoS / Online PoS), Digital Remittances (Cross Border-P2P), API Hubs for Payments, Digital Accounting, Financial Management & Business Intelligence, Fraud Prevention & Risk Management",2011,2010,Private,United Kingdom,United Kingdom,201-500,,,
Active,PPmoney,Digital Lending,"P2P / Marketplace Business Lending, P2P / Marketplace Consumer Lending",2012,2012,Private,China,China,76,,,
Active,Pozible,Digital Capital Raising,Reward-Based Crowdfunding,2010,2010,Private,Australia,United States,30,,,
Active,Power2SME,Digital Lending,"Balance Sheet Property Lending, Balance Sheet Business Lending",2012,2016,Private,India,India,201-500,,,
Active,Postpay,"Digital Payments, Digital Lending","Payment Gateways, Customer Cash-Advance",2019,2019,Private,United Arab Emirates,United Arab Emirates,11-50,,,
Active,POSRocket,"Digital Payments, Enterprise Tech Provisioning","Points of Access (PoS / mPoS / Online PoS), Financial Management & Business Intelligence",2016,2016,Private,Unidentified,Jordan,11-50,,,
Active,PortPos,"Enterprise Tech Provisioning, Digital Payments","Electronic Invoicing, API Hubs for Payments, Acquiring Services Providers for Merchants, Payment Gateways",,2014,Private,Bangladesh,Bangladesh,11-50,,,
Active,PortfolioQuest,"Enterprise Tech Provisioning, Digital Identity, RegTech","AI / ML / NLP, Digital Accounting, KYC Solutions, Fraud Prevention & Risk Management, Regulatory Reporting",2015,2015,Private,Singapore,Singapore,11-50,,,
Active,Portfolio Aid Inc.,"RegTech, WealthTech, Digital Identity","Dynamic Compliance, Regulatory Reporting, Risk Analytics, Market Monitoring, Digital Wealth Management, Fraud Prevention & Risk Management",2001,2001,Private,Canada,Canada,40,,,
Active,Portas Group,Digital Lending,P2P / Marketplace Business Lending,2013,2014,Private,Mexico,United Kingdom,6,,,
Active,Popote Pay,Digital Payments,Mobile Money,,2013,Private,Kenya,Kenya,11-50,,,
Active,Popfunding,Digital Lending,"P2P / Marketplace Business Lending, P2P / Marketplace Consumer Lending, P2P / Marketplace Property Lending",2009,2007,Private,"Korea, Rep.","Korea, Rep.",30,,,
Active,Poolin,Consensus Services,Pool Operation,2017,2017,Private,China,China,11-50,,,
Active,Ponto Educa,"Digital Capital Raising, Digital Lending","Reward-Based Crowdfunding, Community Shares, P2P / Marketplace Consumer Lending",2015,2015,Private,Brazil,Brazil,6,,,
Active,Polycoin,Digital Payments,Payment processor,2014,2014,Private,Estonia,Estonia,10,,,
Active,Poloniex,Cryptoasset Exchange,"Order-Book, Lending / Borrowing, Advanced Trading Services, Decentralised Exchange (DEX) Relayer",2014,2014,Private,Seychelles,United States,,,,
Active,Pollinate,Enterprise Tech Provisioning,"Financial Management & Business Intelligence, Cloud Computing",2017,2019,Private,United Kingdom,United Kingdom,51-200,,,
Active,PolicyStreet,InsurTech,"Comparison Portal, Digital Brokers or Agents",2016,2016,Private,Malaysia,Malaysia,11-50,,,
Active,policyhouse.com,InsurTech,"Comparison Portal, Digital Brokers or Agents",2017,2019,Private,United Arab Emirates,United Arab Emirates,51-200,,,
Active,Policygenius,"InsurTech, WealthTech","Digital Brokers or Agents, Customer Management, Comparison Portal, Personal Financial Management / Planning, Education and Training",2012,2014,Private,United States,United States,201-500,,,
Active,Policybazaar,InsurTech,"Digital Brokers or Agents, Comparison Portal, Customer Management, Claims & Risk Management Solutions",2014,2008,Private,India,India,1001-5000,,,
Active,PolicyAdvisor ,InsurTech,"Digital Brokers or Agents, Comparison Portal, Customer Management, Education and Training",2018,2019,Private,Canada,Canada,11-50,,,
Active,POKKET,"Digital Custody, Digital Savings","Key Management Services, Digital Micro Saving Solutions",,2018,Private,Unidentified,Seychelles,3,,,
Active,PointCheckout,Digital Payments,"Payment Gateways, Acquiring Services Providers for Merchants, API Hubs for Payments",2017,2017,Private,United Arab Emirates,United Arab Emirates,13,,,
Active,Point ,Digital Capital Raising,Real Estate Crowdfunding,2014,2015,Private,United States,United States,51-200,,,
Active,Pockit,Digital Payments,"eMoney Issuers, Digital Remittances (Cross Border-P2P)",2010,2014,Private,United Kingdom,United Kingdom,51-200,,,
Active,Pngme,"Alternative Credit Analytics, Enterprise Tech Provisioning, Digital Identity, RegTech","Credit Scoring, Alternative Credit Rating Agency, API Management, Financial Management & Business Intelligence, KYC Solutions, Risk Analytics",,2019,Private,United States,United States,11-50,,,
Active,Plum,"WealthTech, Digital Savings","Personal Financial Management / Planning, Digital Wealth Management, Robo Retirement / Pension Planning, Digital Micro Saving Solutions",2016,2016,Private,United Kingdom,United Kingdom,51-200,,,
Active,Pluang,"Digital Savings, Digital Capital Raising","Digital Micro Saving Solutions, Revenue / Profit Share Crowdfunding",2018,2019,Private,Indonesia,Indonesia,51-200,,,
Active,Pleo,"Digital Payments, WealthTech, Enterprise Tech Provisioning, Digital Identity","eMoney Issuers, Personal Financial Management / Planning, Digital Accounting, Electronic Invoicing, Fraud Prevention & Risk Management",2015,2015,Private,Denmark,Denmark,201-500,,,
Inactive,Plenti,"Digital Lending, WealthTech","P2P / Marketplace Consumer Lending, Financial Comparison Sites, Personal Financial Management / Planning",2012,2014,Private,Australia,Australia,51-200,2020,,
Active,Plenitude.io,WealthTech,"Digital Wealth Management, Personal Financial Management / Planning, Robo-Advisors",2016,2016,Private,United Kingdom,United Kingdom,3,,,
Active,PledgeMe,"Digital Capital Raising, Digital Lending","Reward-Based Crowdfunding, P2P / Marketplace Business Lending, Equity-Based Crowdfunding",2011,2012,Private,New Zealand,New Zealand,6,,,
Active,PleaseFund.Us,Digital Capital Raising,Reward-Based Crowdfunding,2011,2011,Private,United Kingdom,United Kingdom,6,,,
Active,Play Business,Digital Capital Raising,"Equity-Based Crowdfunding, Revenue / Profit Share Crowdfunding",2014,2014,Private,Mexico,Mexico,6,,,
Active,Platform Black,Digital Lending,Invoice Trading,2011,2012,Private,United Kingdom,United Kingdom,30,,,
Active,Planner Bee,WealthTech,"Digital Wealth Management, Personal Financial Management / Planning",2020,2019,Private,Singapore,Singapore,1,,,
Active,PlanBee,Digital Capital Raising,"Reward-Based Crowdfunding, Donation-Based Crowdfunding",2009,2009,Private,Italy,United Kingdom,6,,,
Active,Plaid,Enterprise Tech Provisioning,"API Management, API Interface",2017,2013,Private,United Kingdom,United States,722,,,
Active,Pixpay,"Digital Payments, WealthTech","Money Transfer (P2P / P2B / B2P / B2B), Personal Financial Management / Planning",2019,2019,Private,France,France,11-50,,,
Active,Pivot Payables,Enterprise Tech Provisioning,"Electronic Invoicing, Digital Accounting",2014,2015,Private,United States,United States,11-50,,,
Active,PIVOT Fintech,"WealthTech, RegTech","Robo Retirement / Pension Planning, Personal Financial Management / Planning, Digital Wealth Management, Profiling & Due Diligence",2017,2017,Private,Singapore,Singapore,201-500,,,
Active,pitchIN,Digital Capital Raising,Equity-Based Crowdfunding,2012,2012,Private,Malaysia,Malaysia,6,,,
Active,PitchBull,Digital Lending,P2P / Marketplace Consumer Lending,2015,2015,Private,Mexico,Mexico,,,,
Active,Pipe,Digital Lending,Merchant Cash-Advance,2019,2020,Private,United States,United States,11-50,,,
Active,Pionr,"WealthTech, Digital Capital Raising, Digital Identity, RegTech","Digital Wealth Management, Real Estate Crowdfunding, Fraud Prevention & Risk Management, KYC Solutions, Profiling & Due Diligence",2017,2018,Private,United Kingdom,United Kingdom,1-10,,,
Active,Pintu,Cryptoasset Exchange,Retail Brokerage Services,,2016,Private,Indonesia,Indonesia,51-200,,,
Active,Pintek,Digital Lending,"Balance Sheet Consumer Lending, Balance Sheet Business Lending",2018,2020,Private,Indonesia,Indonesia,51-200,,,
Active,PINTEC,Digital Lending,"Balance Sheet Consumer Lending, Balance Sheet Business Lending",2015,2015,Public,China,China,750,,,
